"variable","mean","median","sd","mad","q5","q95"
"log_lik[249]",-11.2208979339,-11.2166265,0.531808584101445,0.552729588600001,-12.10091515,-10.37280595
"log_lik[250]",-264.685724785,-264.637935,2.94866234949633,2.85845280000004,-269.6295945,-259.830477
"log_lik[251]",-292.07402552,-292.0063,2.56269348756464,2.56700329199998,-296.312381,-287.866662
"log_lik[252]",-8.59978443875,-8.5947474,0.353050090209512,0.344200416,-9.194615925,-8.02256746
"log_lik[253]",-344.955873145,-345.002925,2.50256994046558,2.51022712500001,-348.95059,-340.6949255
"log_lik[254]",-180.021072455,-180.071115,2.09012284570812,2.143454124,-183.3676335,-176.498784
"log_lik[255]",-72.265417615,-72.254379,1.73812280560719,1.6801438479,-75.13451215,-69.3651688
"log_lik[256]",-119.77399994,-119.755645,1.86205407934654,1.824984231,-122.8974865,-116.6992745
"log_lik[257]",-104.987127478,-104.973955,1.65824599021468,1.654796577,-107.660603,-102.3252765
"log_lik[258]",-43.7896631755,-43.792253,1.05022217699323,1.0730384217,-45.5033812,-42.0808487
"log_lik[259]",-330.78384991,-330.76342,2.68015712269631,2.69963668799998,-335.2439795,-326.503625
"log_lik[260]",-364.504671605,-364.56505,1.97058035816261,1.96448947800008,-367.6633215,-361.2010805
"log_lik[261]",-213.63476779,-213.649025,1.49344339515587,1.509227496,-216.0535265,-211.142075
"log_lik[262]",-192.77467629,-192.72724,2.13332459514363,2.11044403500002,-196.271371,-189.285921
"log_lik[263]",-61.877839536,-61.891431,1.28176976908823,1.2516442785,-64.00285885,-59.7657361
"log_lik[264]",-185.5776445,-185.598225,2.7664367273439,2.65100740800001,-190.1936105,-180.987482
"log_lik[265]",-312.817075165,-312.8259,3.37197208082354,3.310163955,-318.3616255,-307.1885175
"log_lik[266]",-363.70772002,-363.777605,4.97921971738377,5.11526651999999,-371.78404,-355.449051
"log_lik[267]",-169.076765315,-168.994465,3.43891918394048,3.59159108700002,-174.653525,-163.47411
"log_lik[268]",-34.343374147,-34.2827735,1.58961891133964,1.6318614963,-36.9796136,-31.75645115
"log_lik[269]",-9.96272471345,-9.9452976,0.589402904346428,0.59814429528,-10.9473923,-9.04707385
"log_lik[270]",-6.3354466951,-6.3166479,0.286876410398423,0.292973694929999,-6.821071065,-5.89483794
"log_lik[271]",-17.2861310545,-17.26741,0.836641728679634,0.863283138900004,-18.66912985,-15.93600215
"log_lik[272]",-18.8970024405,-18.896408,0.8716899875839,0.8478796662,-20.32090685,-17.46847365
"log_lik[273]",-107.83652714,-107.83701,2.33361066315959,2.226361116,-111.695947,-104.015145
"log_lik[274]",-64.265241611,-64.219089,1.53027349888156,1.5054653985,-66.8418894,-61.805045
